From,To,Year,Population Change,Origin Population,Origin Housing Units,Destination Population,Destination Housing Units
Alaska,Alabama,2005,608.0,641724.0,274246.0,4442558.0,2082140.0
Arizona,Alabama,2005,574.0,5829839.0,2544806.0,4442558.0,2082140.0
Arkansas,Alabama,2005,3168.0,2701431.0,1249116.0,4442558.0,2082140.0
California,Alabama,2005,3025.0,35278768.0,12989254.0,4442558.0,2082140.0
Colorado,Alabama,2005,1922.0,4562244.0,2053178.0,4442558.0,2082140.0
Connecticut,Alabama,2005,321.0,3394751.0,1423343.0,4442558.0,2082140.0
Delaware,Alabama,2005,563.0,818587.0,374872.0,4442558.0,2082140.0
Florida,Alabama,2005,15641.0,17382511.0,8256847.0,4442558.0,2082140.0
Georgia,Alabama,2005,17776.0,8821142.0,3771466.0,4442558.0,2082140.0
Hawaii,Alabama,2005,753.0,1238158.0,491071.0,4442558.0,2082140.0
Idaho,Alabama,2005,162.0,1395634.0,595572.0,4442558.0,2082140.0
Illinois,Alabama,2005,3410.0,12440351.0,5144623.0,4442558.0,2082140.0
Indiana,Alabama,2005,1705.0,6093372.0,2724429.0,4442558.0,2082140.0
Iowa,Alabama,2005,375.0,2862541.0,1306943.0,4442558.0,2082140.0
Kansas,Alabama,2005,397.0,2662616.0,1196211.0,4442558.0,2082140.0
Kentucky,Alabama,2005,1712.0,4058633.0,1865516.0,4442558.0,2082140.0
Louisiana,Alabama,2005,4887.0,4389747.0,1940399.0,4442558.0,2082140.0
Maine,Alabama,2005,24.0,1283673.0,683799.0,4442558.0,2082140.0
Maryland,Alabama,2005,1653.0,5461318.0,2273793.0,4442558.0,2082140.0
Massachusetts,Alabama,2005,361.0,6182860.0,2688014.0,4442558.0,2082140.0
Michigan,Alabama,2005,2878.0,9865583.0,4478507.0,4442558.0,2082140.0
Minnesota,Alabama,2005,58.0,4989848.0,2252022.0,4442558.0,2082140.0
Mississippi,Alabama,2005,10093.0,2824156.0,1235496.0,4442558.0,2082140.0
Missouri,Alabama,2005,1768.0,5631910.0,2592809.0,4442558.0,2082140.0
Montana,Alabama,2005,0.0,910651.0,428357.0,4442558.0,2082140.0
Nebraska,Alabama,2005,409.0,1706976.0,766951.0,4442558.0,2082140.0
Nevada,Alabama,2005,709.0,2381281.0,1019427.0,4442558.0,2082140.0
New Hampshire,Alabama,2005,461.0,1272486.0,583324.0,4442558.0,2082140.0
New Jersey,Alabama,2005,951.0,8521427.0,3443981.0,4442558.0,2082140.0
New Mexico,Alabama,2005,540.0,1887200.0,838668.0,4442558.0,2082140.0
New York,Alabama,2005,3222.0,18655275.0,7853020.0,4442558.0,2082140.0
North Carolina,Alabama,2005,1512.0,8411041.0,3940554.0,4442558.0,2082140.0
North Dakota,Alabama,2005,80.0,609645.0,304458.0,4442558.0,2082140.0
Ohio,Alabama,2005,2099.0,11155606.0,5007091.0,4442558.0,2082140.0
Oklahoma,Alabama,2005,2347.0,3433496.0,1588749.0,4442558.0,2082140.0
Oregon,Alabama,2005,81.0,3560109.0,1558421.0,4442558.0,2082140.0
Pennsylvania,Alabama,2005,753.0,11979147.0,5422362.0,4442558.0,2082140.0
Rhode Island,Alabama,2005,0.0,1032662.0,447810.0,4442558.0,2082140.0
South Carolina,Alabama,2005,2426.0,4113961.0,1927864.0,4442558.0,2082140.0
South Dakota,Alabama,2005,0.0,746033.0,347931.0,4442558.0,2082140.0
Tennessee,Alabama,2005,9037.0,5810590.0,2637441.0,4442558.0,2082140.0
Texas,Alabama,2005,7532.0,22270165.0,9026011.0,4442558.0,2082140.0
Utah,Alabama,2005,200.0,2427350.0,873097.0,4442558.0,2082140.0
Vermont,Alabama,2005,163.0,602290.0,307345.0,4442558.0,2082140.0
Virginia,Alabama,2005,2572.0,7332608.0,3174708.0,4442558.0,2082140.0
Washington,Alabama,2005,1324.0,6146338.0,2651645.0,4442558.0,2082140.0
West Virginia,Alabama,2005,432.0,1771750.0,872203.0,4442558.0,2082140.0
Wisconsin,Alabama,2005,303.0,5375751.0,2498500.0,4442558.0,2082140.0
Wyoming,Alabama,2005,436.0,495226.0,235721.0,4442558.0,2082140.0
Alabama,Alaska,2005,152.0,4442558.0,2082140.0,641724.0,274246.0
Arizona,Alaska,2005,883.0,5829839.0,2544806.0,641724.0,274246.0
Arkansas,Alaska,2005,54.0,2701431.0,1249116.0,641724.0,274246.0
California,Alaska,2005,3898.0,35278768.0,12989254.0,641724.0,274246.0
Colorado,Alaska,2005,1791.0,4562244.0,2053178.0,641724.0,274246.0
Connecticut,Alaska,2005,0.0,3394751.0,1423343.0,641724.0,274246.0
Delaware,Alaska,2005,0.0,818587.0,374872.0,641724.0,274246.0
Florida,Alaska,2005,940.0,17382511.0,8256847.0,641724.0,274246.0
Georgia,Alaska,2005,816.0,8821142.0,3771466.0,641724.0,274246.0
Hawaii,Alaska,2005,284.0,1238158.0,491071.0,641724.0,274246.0
Idaho,Alaska,2005,735.0,1395634.0,595572.0,641724.0,274246.0
Illinois,Alaska,2005,578.0,12440351.0,5144623.0,641724.0,274246.0
Indiana,Alaska,2005,235.0,6093372.0,2724429.0,641724.0,274246.0
Iowa,Alaska,2005,96.0,2862541.0,1306943.0,641724.0,274246.0
Kansas,Alaska,2005,700.0,2662616.0,1196211.0,641724.0,274246.0
Kentucky,Alaska,2005,119.0,4058633.0,1865516.0,641724.0,274246.0
Louisiana,Alaska,2005,62.0,4389747.0,1940399.0,641724.0,274246.0
Maine,Alaska,2005,37.0,1283673.0,683799.0,641724.0,274246.0
Maryland,Alaska,2005,203.0,5461318.0,2273793.0,641724.0,274246.0
Massachusetts,Alaska,2005,148.0,6182860.0,2688014.0,641724.0,274246.0
Michigan,Alaska,2005,486.0,9865583.0,4478507.0,641724.0,274246.0
Minnesota,Alaska,2005,637.0,4989848.0,2252022.0,641724.0,274246.0
Mississippi,Alaska,2005,1517.0,2824156.0,1235496.0,641724.0,274246.0
Missouri,Alaska,2005,243.0,5631910.0,2592809.0,641724.0,274246.0
Montana,Alaska,2005,121.0,910651.0,428357.0,641724.0,274246.0
Nebraska,Alaska,2005,148.0,1706976.0,766951.0,641724.0,274246.0
Nevada,Alaska,2005,485.0,2381281.0,1019427.0,641724.0,274246.0
New Hampshire,Alaska,2005,444.0,1272486.0,583324.0,641724.0,274246.0
New Jersey,Alaska,2005,109.0,8521427.0,3443981.0,641724.0,274246.0
New Mexico,Alaska,2005,395.0,1887200.0,838668.0,641724.0,274246.0
New York,Alaska,2005,462.0,18655275.0,7853020.0,641724.0,274246.0
North Carolina,Alaska,2005,579.0,8411041.0,3940554.0,641724.0,274246.0
North Dakota,Alaska,2005,133.0,609645.0,304458.0,641724.0,274246.0
Ohio,Alaska,2005,35.0,11155606.0,5007091.0,641724.0,274246.0
Oklahoma,Alaska,2005,327.0,3433496.0,1588749.0,641724.0,274246.0
Oregon,Alaska,2005,1461.0,3560109.0,1558421.0,641724.0,274246.0
Pennsylvania,Alaska,2005,216.0,11979147.0,5422362.0,641724.0,274246.0
Rhode Island,Alaska,2005,0.0,1032662.0,447810.0,641724.0,274246.0
South Carolina,Alaska,2005,653.0,4113961.0,1927864.0,641724.0,274246.0
South Dakota,Alaska,2005,373.0,746033.0,347931.0,641724.0,274246.0
Tennessee,Alaska,2005,167.0,5810590.0,2637441.0,641724.0,274246.0
Texas,Alaska,2005,1835.0,22270165.0,9026011.0,641724.0,274246.0
Utah,Alaska,2005,1241.0,2427350.0,873097.0,641724.0,274246.0
Vermont,Alaska,2005,0.0,602290.0,307345.0,641724.0,274246.0
Virginia,Alaska,2005,618.0,7332608.0,3174708.0,641724.0,274246.0
Washington,Alaska,2005,5711.0,6146338.0,2651645.0,641724.0,274246.0
West Virginia,Alaska,2005,0.0,1771750.0,872203.0,641724.0,274246.0
Wisconsin,Alaska,2005,765.0,5375751.0,2498500.0,641724.0,274246.0
Wyoming,Alaska,2005,222.0,495226.0,235721.0,641724.0,274246.0
Alabama,Arizona,2005,1427.0,4442558.0,2082140.0,5829839.0,2544806.0
Alaska,Arizona,2005,1836.0,641724.0,274246.0,5829839.0,2544806.0
Arkansas,Arizona,2005,1845.0,2701431.0,1249116.0,5829839.0,2544806.0
California,Arizona,2005,94296.0,35278768.0,12989254.0,5829839.0,2544806.0
Colorado,Arizona,2005,11512.0,4562244.0,2053178.0,5829839.0,2544806.0
Connecticut,Arizona,2005,1809.0,3394751.0,1423343.0,5829839.0,2544806.0
Delaware,Arizona,2005,240.0,818587.0,374872.0,5829839.0,2544806.0
Florida,Arizona,2005,7184.0,17382511.0,8256847.0,5829839.0,2544806.0
Georgia,Arizona,2005,630.0,8821142.0,3771466.0,5829839.0,2544806.0
Hawaii,Arizona,2005,1216.0,1238158.0,491071.0,5829839.0,2544806.0
Idaho,Arizona,2005,2940.0,1395634.0,595572.0,5829839.0,2544806.0
Illinois,Arizona,2005,11523.0,12440351.0,5144623.0,5829839.0,2544806.0
Indiana,Arizona,2005,3724.0,6093372.0,2724429.0,5829839.0,2544806.0
Iowa,Arizona,2005,1551.0,2862541.0,1306943.0,5829839.0,2544806.0
Kansas,Arizona,2005,1917.0,2662616.0,1196211.0,5829839.0,2544806.0
Kentucky,Arizona,2005,949.0,4058633.0,1865516.0,5829839.0,2544806.0
Louisiana,Arizona,2005,1577.0,4389747.0,1940399.0,5829839.0,2544806.0
Maine,Arizona,2005,401.0,1283673.0,683799.0,5829839.0,2544806.0
Maryland,Arizona,2005,3119.0,5461318.0,2273793.0,5829839.0,2544806.0
Massachusetts,Arizona,2005,2213.0,6182860.0,2688014.0,5829839.0,2544806.0
Michigan,Arizona,2005,8529.0,9865583.0,4478507.0,5829839.0,2544806.0
Minnesota,Arizona,2005,4569.0,4989848.0,2252022.0,5829839.0,2544806.0
Mississippi,Arizona,2005,1323.0,2824156.0,1235496.0,5829839.0,2544806.0
Missouri,Arizona,2005,2364.0,5631910.0,2592809.0,5829839.0,2544806.0
Montana,Arizona,2005,1689.0,910651.0,428357.0,5829839.0,2544806.0
Nebraska,Arizona,2005,2716.0,1706976.0,766951.0,5829839.0,2544806.0
Nevada,Arizona,2005,10080.0,2381281.0,1019427.0,5829839.0,2544806.0
New Hampshire,Arizona,2005,809.0,1272486.0,583324.0,5829839.0,2544806.0
New Jersey,Arizona,2005,4790.0,8521427.0,3443981.0,5829839.0,2544806.0
New Mexico,Arizona,2005,11561.0,1887200.0,838668.0,5829839.0,2544806.0
New York,Arizona,2005,6756.0,18655275.0,7853020.0,5829839.0,2544806.0
North Carolina,Arizona,2005,2935.0,8411041.0,3940554.0,5829839.0,2544806.0
North Dakota,Arizona,2005,1314.0,609645.0,304458.0,5829839.0,2544806.0
Ohio,Arizona,2005,5640.0,11155606.0,5007091.0,5829839.0,2544806.0
Oklahoma,Arizona,2005,2264.0,3433496.0,1588749.0,5829839.0,2544806.0
Oregon,Arizona,2005,5572.0,3560109.0,1558421.0,5829839.0,2544806.0
Pennsylvania,Arizona,2005,5993.0,11979147.0,5422362.0,5829839.0,2544806.0
Rhode Island,Arizona,2005,594.0,1032662.0,447810.0,5829839.0,2544806.0
South Carolina,Arizona,2005,1474.0,4113961.0,1927864.0,5829839.0,2544806.0
South Dakota,Arizona,2005,841.0,746033.0,347931.0,5829839.0,2544806.0
Tennessee,Arizona,2005,4889.0,5810590.0,2637441.0,5829839.0,2544806.0
Texas,Arizona,2005,17452.0,22270165.0,9026011.0,5829839.0,2544806.0
Utah,Arizona,2005,7086.0,2427350.0,873097.0,5829839.0,2544806.0
Vermont,Arizona,2005,315.0,602290.0,307345.0,5829839.0,2544806.0
Virginia,Arizona,2005,4196.0,7332608.0,3174708.0,5829839.0,2544806.0
Washington,Arizona,2005,10335.0,6146338.0,2651645.0,5829839.0,2544806.0
West Virginia,Arizona,2005,527.0,1771750.0,872203.0,5829839.0,2544806.0
Wisconsin,Arizona,2005,7798.0,5375751.0,2498500.0,5829839.0,2544806.0
Wyoming,Arizona,2005,1458.0,495226.0,235721.0,5829839.0,2544806.0
Alabama,Arkansas,2005,1894.0,4442558.0,2082140.0,2701431.0,1249116.0
Alaska,Arkansas,2005,660.0,641724.0,274246.0,2701431.0,1249116.0
Arizona,Arkansas,2005,1266.0,5829839.0,2544806.0,2701431.0,1249116.0
California,Arkansas,2005,6167.0,35278768.0,12989254.0,2701431.0,1249116.0
Colorado,Arkansas,2005,1999.0,4562244.0,2053178.0,2701431.0,1249116.0
Connecticut,Arkansas,2005,66.0,3394751.0,1423343.0,2701431.0,1249116.0
Delaware,Arkansas,2005,0.0,818587.0,374872.0,2701431.0,1249116.0
Florida,Arkansas,2005,5223.0,17382511.0,8256847.0,2701431.0,1249116.0
Georgia,Arkansas,2005,1082.0,8821142.0,3771466.0,2701431.0,1249116.0
Hawaii,Arkansas,2005,522.0,1238158.0,491071.0,2701431.0,1249116.0
Idaho,Arkansas,2005,171.0,1395634.0,595572.0,2701431.0,1249116.0
Illinois,Arkansas,2005,3618.0,12440351.0,5144623.0,2701431.0,1249116.0
Indiana,Arkansas,2005,1417.0,6093372.0,2724429.0,2701431.0,1249116.0
Iowa,Arkansas,2005,394.0,2862541.0,1306943.0,2701431.0,1249116.0
Kansas,Arkansas,2005,1269.0,2662616.0,1196211.0,2701431.0,1249116.0
Kentucky,Arkansas,2005,639.0,4058633.0,1865516.0,2701431.0,1249116.0
Louisiana,Arkansas,2005,6515.0,4389747.0,1940399.0,2701431.0,1249116.0
Maine,Arkansas,2005,16.0,1283673.0,683799.0,2701431.0,1249116.0
Maryland,Arkansas,2005,43.0,5461318.0,2273793.0,2701431.0,1249116.0
Massachusetts,Arkansas,2005,1421.0,6182860.0,2688014.0,2701431.0,1249116.0
Michigan,Arkansas,2005,973.0,9865583.0,4478507.0,2701431.0,1249116.0
Minnesota,Arkansas,2005,496.0,4989848.0,2252022.0,2701431.0,1249116.0
Mississippi,Arkansas,2005,4238.0,2824156.0,1235496.0,2701431.0,1249116.0
Missouri,Arkansas,2005,9701.0,5631910.0,2592809.0,2701431.0,1249116.0
Montana,Arkansas,2005,73.0,910651.0,428357.0,2701431.0,1249116.0
Nebraska,Arkansas,2005,590.0,1706976.0,766951.0,2701431.0,1249116.0
Nevada,Arkansas,2005,431.0,2381281.0,1019427.0,2701431.0,1249116.0
New Hampshire,Arkansas,2005,0.0,1272486.0,583324.0,2701431.0,1249116.0
New Jersey,Arkansas,2005,483.0,8521427.0,3443981.0,2701431.0,1249116.0
New Mexico,Arkansas,2005,1108.0,1887200.0,838668.0,2701431.0,1249116.0
New York,Arkansas,2005,957.0,18655275.0,7853020.0,2701431.0,1249116.0
North Carolina,Arkansas,2005,838.0,8411041.0,3940554.0,2701431.0,1249116.0
North Dakota,Arkansas,2005,136.0,609645.0,304458.0,2701431.0,1249116.0
Ohio,Arkansas,2005,794.0,11155606.0,5007091.0,2701431.0,1249116.0
Oklahoma,Arkansas,2005,8670.0,3433496.0,1588749.0,2701431.0,1249116.0
Oregon,Arkansas,2005,788.0,3560109.0,1558421.0,2701431.0,1249116.0
Pennsylvania,Arkansas,2005,695.0,11979147.0,5422362.0,2701431.0,1249116.0
Rhode Island,Arkansas,2005,0.0,1032662.0,447810.0,2701431.0,1249116.0
South Carolina,Arkansas,2005,1770.0,4113961.0,1927864.0,2701431.0,1249116.0
South Dakota,Arkansas,2005,337.0,746033.0,347931.0,2701431.0,1249116.0
Tennessee,Arkansas,2005,5090.0,5810590.0,2637441.0,2701431.0,1249116.0
Texas,Arkansas,2005,19937.0,22270165.0,9026011.0,2701431.0,1249116.0
Utah,Arkansas,2005,293.0,2427350.0,873097.0,2701431.0,1249116.0
Vermont,Arkansas,2005,0.0,602290.0,307345.0,2701431.0,1249116.0
Virginia,Arkansas,2005,1355.0,7332608.0,3174708.0,2701431.0,1249116.0
Washington,Arkansas,2005,1062.0,6146338.0,2651645.0,2701431.0,1249116.0
West Virginia,Arkansas,2005,59.0,1771750.0,872203.0,2701431.0,1249116.0
Wisconsin,Arkansas,2005,1542.0,5375751.0,2498500.0,2701431.0,1249116.0
Wyoming,Arkansas,2005,41.0,495226.0,235721.0,2701431.0,1249116.0
Alabama,California,2005,4375.0,4442558.0,2082140.0,35278768.0,12989254.0
Alaska,California,2005,5274.0,641724.0,274246.0,35278768.0,12989254.0
Arizona,California,2005,28156.0,5829839.0,2544806.0,35278768.0,12989254.0
Arkansas,California,2005,2481.0,2701431.0,1249116.0,35278768.0,12989254.0
Colorado,California,2005,14321.0,4562244.0,2053178.0,35278768.0,12989254.0
Connecticut,California,2005,7248.0,3394751.0,1423343.0,35278768.0,12989254.0
Delaware,California,2005,807.0,818587.0,374872.0,35278768.0,12989254.0
Florida,California,2005,25252.0,17382511.0,8256847.0,35278768.0,12989254.0
Georgia,California,2005,9788.0,8821142.0,3771466.0,35278768.0,12989254.0
Hawaii,California,2005,10706.0,1238158.0,491071.0,35278768.0,12989254.0
Idaho,California,2005,5123.0,1395634.0,595572.0,35278768.0,12989254.0
Illinois,California,2005,15848.0,12440351.0,5144623.0,35278768.0,12989254.0
Indiana,California,2005,5611.0,6093372.0,2724429.0,35278768.0,12989254.0
Iowa,California,2005,4766.0,2862541.0,1306943.0,35278768.0,12989254.0
Kansas,California,2005,4922.0,2662616.0,1196211.0,35278768.0,12989254.0
Kentucky,California,2005,2829.0,4058633.0,1865516.0,35278768.0,12989254.0
Louisiana,California,2005,7383.0,4389747.0,1940399.0,35278768.0,12989254.0
Maine,California,2005,1056.0,1283673.0,683799.0,35278768.0,12989254.0
Maryland,California,2005,6634.0,5461318.0,2273793.0,35278768.0,12989254.0
Massachusetts,California,2005,11032.0,6182860.0,2688014.0,35278768.0,12989254.0
Michigan,California,2005,10073.0,9865583.0,4478507.0,35278768.0,12989254.0
Minnesota,California,2005,6502.0,4989848.0,2252022.0,35278768.0,12989254.0
Mississippi,California,2005,2660.0,2824156.0,1235496.0,35278768.0,12989254.0
Missouri,California,2005,8504.0,5631910.0,2592809.0,35278768.0,12989254.0
Montana,California,2005,2605.0,910651.0,428357.0,35278768.0,12989254.0
Nebraska,California,2005,3463.0,1706976.0,766951.0,35278768.0,12989254.0
Nevada,California,2005,28299.0,2381281.0,1019427.0,35278768.0,12989254.0
New Hampshire,California,2005,1109.0,1272486.0,583324.0,35278768.0,12989254.0
New Jersey,California,2005,11816.0,8521427.0,3443981.0,35278768.0,12989254.0
New Mexico,California,2005,6141.0,1887200.0,838668.0,35278768.0,12989254.0
New York,California,2005,26079.0,18655275.0,7853020.0,35278768.0,12989254.0
North Carolina,California,2005,16462.0,8411041.0,3940554.0,35278768.0,12989254.0
North Dakota,California,2005,1449.0,609645.0,304458.0,35278768.0,12989254.0
Ohio,California,2005,7969.0,11155606.0,5007091.0,35278768.0,12989254.0
Oklahoma,California,2005,3153.0,3433496.0,1588749.0,35278768.0,12989254.0
Oregon,California,2005,17194.0,3560109.0,1558421.0,35278768.0,12989254.0
Pennsylvania,California,2005,9637.0,11979147.0,5422362.0,35278768.0,12989254.0
Rhode Island,California,2005,1714.0,1032662.0,447810.0,35278768.0,12989254.0
South Carolina,California,2005,2311.0,4113961.0,1927864.0,35278768.0,12989254.0
South Dakota,California,2005,1378.0,746033.0,347931.0,35278768.0,12989254.0
Tennessee,California,2005,3790.0,5810590.0,2637441.0,35278768.0,12989254.0
Texas,California,2005,36030.0,22270165.0,9026011.0,35278768.0,12989254.0
Utah,California,2005,11421.0,2427350.0,873097.0,35278768.0,12989254.0
Vermont,California,2005,656.0,602290.0,307345.0,35278768.0,12989254.0
Virginia,California,2005,15780.0,7332608.0,3174708.0,35278768.0,12989254.0
Washington,California,2005,29727.0,6146338.0,2651645.0,35278768.0,12989254.0
West Virginia,California,2005,329.0,1771750.0,872203.0,35278768.0,12989254.0
Wisconsin,California,2005,3958.0,5375751.0,2498500.0,35278768.0,12989254.0
Wyoming,California,2005,1425.0,495226.0,235721.0,35278768.0,12989254.0
Alabama,Colorado,2005,1495.0,4442558.0,2082140.0,4562244.0,2053178.0
Alaska,Colorado,2005,2392.0,641724.0,274246.0,4562244.0,2053178.0
Arizona,Colorado,2005,7018.0,5829839.0,2544806.0,4562244.0,2053178.0
Arkansas,Colorado,2005,1218.0,2701431.0,1249116.0,4562244.0,2053178.0
California,Colorado,2005,25350.0,35278768.0,12989254.0,4562244.0,2053178.0
Connecticut,Colorado,2005,565.0,3394751.0,1423343.0,4562244.0,2053178.0
Delaware,Colorado,2005,123.0,818587.0,374872.0,4562244.0,2053178.0
Florida,Colorado,2005,8463.0,17382511.0,8256847.0,4562244.0,2053178.0
Georgia,Colorado,2005,3072.0,8821142.0,3771466.0,4562244.0,2053178.0
Hawaii,Colorado,2005,494.0,1238158.0,491071.0,4562244.0,2053178.0
Idaho,Colorado,2005,1383.0,1395634.0,595572.0,4562244.0,2053178.0
Illinois,Colorado,2005,3889.0,12440351.0,5144623.0,4562244.0,2053178.0
Indiana,Colorado,2005,2503.0,6093372.0,2724429.0,4562244.0,2053178.0
Iowa,Colorado,2005,1610.0,2862541.0,1306943.0,4562244.0,2053178.0
Kansas,Colorado,2005,4531.0,2662616.0,1196211.0,4562244.0,2053178.0
Kentucky,Colorado,2005,1451.0,4058633.0,1865516.0,4562244.0,2053178.0
Louisiana,Colorado,2005,1681.0,4389747.0,1940399.0,4562244.0,2053178.0
Maine,Colorado,2005,655.0,1283673.0,683799.0,4562244.0,2053178.0
Maryland,Colorado,2005,1969.0,5461318.0,2273793.0,4562244.0,2053178.0
Massachusetts,Colorado,2005,2089.0,6182860.0,2688014.0,4562244.0,2053178.0
Michigan,Colorado,2005,1163.0,9865583.0,4478507.0,4562244.0,2053178.0
Minnesota,Colorado,2005,3183.0,4989848.0,2252022.0,4562244.0,2053178.0
Mississippi,Colorado,2005,1304.0,2824156.0,1235496.0,4562244.0,2053178.0
Missouri,Colorado,2005,3409.0,5631910.0,2592809.0,4562244.0,2053178.0
Montana,Colorado,2005,2695.0,910651.0,428357.0,4562244.0,2053178.0
Nebraska,Colorado,2005,5204.0,1706976.0,766951.0,4562244.0,2053178.0
Nevada,Colorado,2005,3731.0,2381281.0,1019427.0,4562244.0,2053178.0
New Hampshire,Colorado,2005,1508.0,1272486.0,583324.0,4562244.0,2053178.0
New Jersey,Colorado,2005,757.0,8521427.0,3443981.0,4562244.0,2053178.0
New Mexico,Colorado,2005,6547.0,1887200.0,838668.0,4562244.0,2053178.0
New York,Colorado,2005,6458.0,18655275.0,7853020.0,4562244.0,2053178.0
North Carolina,Colorado,2005,4607.0,8411041.0,3940554.0,4562244.0,2053178.0
North Dakota,Colorado,2005,1074.0,609645.0,304458.0,4562244.0,2053178.0
Ohio,Colorado,2005,2870.0,11155606.0,5007091.0,4562244.0,2053178.0
Oklahoma,Colorado,2005,2481.0,3433496.0,1588749.0,4562244.0,2053178.0
Oregon,Colorado,2005,2478.0,3560109.0,1558421.0,4562244.0,2053178.0
Pennsylvania,Colorado,2005,4581.0,11979147.0,5422362.0,4562244.0,2053178.0
Rhode Island,Colorado,2005,368.0,1032662.0,447810.0,4562244.0,2053178.0
South Carolina,Colorado,2005,1023.0,4113961.0,1927864.0,4562244.0,2053178.0
South Dakota,Colorado,2005,1978.0,746033.0,347931.0,4562244.0,2053178.0
Tennessee,Colorado,2005,2384.0,5810590.0,2637441.0,4562244.0,2053178.0
Texas,Colorado,2005,14916.0,22270165.0,9026011.0,4562244.0,2053178.0
Utah,Colorado,2005,5138.0,2427350.0,873097.0,4562244.0,2053178.0
Vermont,Colorado,2005,127.0,602290.0,307345.0,4562244.0,2053178.0
Virginia,Colorado,2005,3260.0,7332608.0,3174708.0,4562244.0,2053178.0
Washington,Colorado,2005,3650.0,6146338.0,2651645.0,4562244.0,2053178.0
West Virginia,Colorado,2005,539.0,1771750.0,872203.0,4562244.0,2053178.0
Wisconsin,Colorado,2005,3498.0,5375751.0,2498500.0,4562244.0,2053178.0
Wyoming,Colorado,2005,5690.0,495226.0,235721.0,4562244.0,2053178.0
Alabama,Connecticut,2005,520.0,4442558.0,2082140.0,3394751.0,1423343.0
Alaska,Connecticut,2005,310.0,641724.0,274246.0,3394751.0,1423343.0
Arizona,Connecticut,2005,49.0,5829839.0,2544806.0,3394751.0,1423343.0
Arkansas,Connecticut,2005,0.0,2701431.0,1249116.0,3394751.0,1423343.0
California,Connecticut,2005,3979.0,35278768.0,12989254.0,3394751.0,1423343.0
Colorado,Connecticut,2005,887.0,4562244.0,2053178.0,3394751.0,1423343.0
Delaware,Connecticut,2005,186.0,818587.0,374872.0,3394751.0,1423343.0
Florida,Connecticut,2005,5265.0,17382511.0,8256847.0,3394751.0,1423343.0
Georgia,Connecticut,2005,752.0,8821142.0,3771466.0,3394751.0,1423343.0
Hawaii,Connecticut,2005,363.0,1238158.0,491071.0,3394751.0,1423343.0
Idaho,Connecticut,2005,0.0,1395634.0,595572.0,3394751.0,1423343.0
Illinois,Connecticut,2005,1841.0,12440351.0,5144623.0,3394751.0,1423343.0
Indiana,Connecticut,2005,395.0,6093372.0,2724429.0,3394751.0,1423343.0
Iowa,Connecticut,2005,75.0,2862541.0,1306943.0,3394751.0,1423343.0
Kansas,Connecticut,2005,655.0,2662616.0,1196211.0,3394751.0,1423343.0
Kentucky,Connecticut,2005,326.0,4058633.0,1865516.0,3394751.0,1423343.0
Louisiana,Connecticut,2005,94.0,4389747.0,1940399.0,3394751.0,1423343.0
Maine,Connecticut,2005,541.0,1283673.0,683799.0,3394751.0,1423343.0
Maryland,Connecticut,2005,2233.0,5461318.0,2273793.0,3394751.0,1423343.0
Massachusetts,Connecticut,2005,7492.0,6182860.0,2688014.0,3394751.0,1423343.0
Michigan,Connecticut,2005,1332.0,9865583.0,4478507.0,3394751.0,1423343.0
Minnesota,Connecticut,2005,52.0,4989848.0,2252022.0,3394751.0,1423343.0
Mississippi,Connecticut,2005,55.0,2824156.0,1235496.0,3394751.0,1423343.0
Missouri,Connecticut,2005,341.0,5631910.0,2592809.0,3394751.0,1423343.0
Montana,Connecticut,2005,143.0,910651.0,428357.0,3394751.0,1423343.0
Nebraska,Connecticut,2005,109.0,1706976.0,766951.0,3394751.0,1423343.0
Nevada,Connecticut,2005,387.0,2381281.0,1019427.0,3394751.0,1423343.0
New Hampshire,Connecticut,2005,1654.0,1272486.0,583324.0,3394751.0,1423343.0
New Jersey,Connecticut,2005,3485.0,8521427.0,3443981.0,3394751.0,1423343.0
New Mexico,Connecticut,2005,0.0,1887200.0,838668.0,3394751.0,1423343.0
New York,Connecticut,2005,26319.0,18655275.0,7853020.0,3394751.0,1423343.0
North Carolina,Connecticut,2005,1735.0,8411041.0,3940554.0,3394751.0,1423343.0
North Dakota,Connecticut,2005,0.0,609645.0,304458.0,3394751.0,1423343.0
Ohio,Connecticut,2005,1463.0,11155606.0,5007091.0,3394751.0,1423343.0
Oklahoma,Connecticut,2005,0.0,3433496.0,1588749.0,3394751.0,1423343.0
Oregon,Connecticut,2005,200.0,3560109.0,1558421.0,3394751.0,1423343.0
Pennsylvania,Connecticut,2005,3278.0,11979147.0,5422362.0,3394751.0,1423343.0
Rhode Island,Connecticut,2005,3646.0,1032662.0,447810.0,3394751.0,1423343.0
South Carolina,Connecticut,2005,477.0,4113961.0,1927864.0,3394751.0,1423343.0
South Dakota,Connecticut,2005,0.0,746033.0,347931.0,3394751.0,1423343.0
Tennessee,Connecticut,2005,366.0,5810590.0,2637441.0,3394751.0,1423343.0
Texas,Connecticut,2005,1612.0,22270165.0,9026011.0,3394751.0,1423343.0
Utah,Connecticut,2005,42.0,2427350.0,873097.0,3394751.0,1423343.0
Vermont,Connecticut,2005,2016.0,602290.0,307345.0,3394751.0,1423343.0
Virginia,Connecticut,2005,1656.0,7332608.0,3174708.0,3394751.0,1423343.0
Washington,Connecticut,2005,634.0,6146338.0,2651645.0,3394751.0,1423343.0
