From,To,Year,Population Change,Origin Population,Origin Housing Units,Destination Population,Destination Housing Units
Hawaii,Vermont,2017,83.0,1427538.0,542955.0,623657.0,335248.0
Idaho,Vermont,2017,0.0,1716943.0,721818.0,623657.0,335248.0
Illinois,Vermont,2017,1317.0,12802023.0,5359416.0,623657.0,335248.0
Indiana,Vermont,2017,0.0,6666818.0,2885342.0,623657.0,335248.0
Iowa,Vermont,2017,80.0,3145711.0,1397739.0,623657.0,335248.0
Kansas,Vermont,2017,61.0,2913123.0,1273776.0,623657.0,335248.0
Kentucky,Vermont,2017,0.0,4454189.0,1984235.0,623657.0,335248.0
Louisiana,Vermont,2017,149.0,4684333.0,2061582.0,623657.0,335248.0
Maine,Vermont,2017,624.0,1335907.0,742644.0,623657.0,335248.0
Maryland,Vermont,2017,278.0,6052177.0,2449123.0,623657.0,335248.0
Massachusetts,Vermont,2017,3975.0,6859819.0,2894590.0,623657.0,335248.0
Michigan,Vermont,2017,352.0,9962311.0,4595274.0,623657.0,335248.0
Minnesota,Vermont,2017,75.0,5576606.0,2437726.0,623657.0,335248.0
Mississippi,Vermont,2017,0.0,2984100.0,1323754.0,623657.0,335248.0
Missouri,Vermont,2017,0.0,6113532.0,2792445.0,623657.0,335248.0
Montana,Vermont,2017,21.0,1050493.0,510408.0,623657.0,335248.0
Nebraska,Vermont,2017,101.0,1920076.0,837540.0,623657.0,335248.0
Nevada,Vermont,2017,301.0,2998039.0,1249733.0,623657.0,335248.0
New Hampshire,Vermont,2017,1690.0,1342795.0,634689.0,623657.0,335248.0
New Jersey,Vermont,2017,699.0,9005644.0,3615891.0,623657.0,335248.0
New Mexico,Vermont,2017,60.0,2088070.0,937976.0,623657.0,335248.0
New York,Vermont,2017,2758.0,19849399.0,8327621.0,623657.0,335248.0
North Carolina,Vermont,2017,291.0,10273419.0,4622656.0,623657.0,335248.0
North Dakota,Vermont,2017,0.0,755393.0,374591.0,623657.0,335248.0
Ohio,Vermont,2017,44.0,11658609.0,5201701.0,623657.0,335248.0
Oklahoma,Vermont,2017,14.0,3930864.0,1734074.0,623657.0,335248.0
Oregon,Vermont,2017,344.0,4142776.0,1768582.0,623657.0,335248.0
Pennsylvania,Vermont,2017,483.0,12805537.0,5694402.0,623657.0,335248.0
Rhode Island,Vermont,2017,432.0,1059639.0,468266.0,623657.0,335248.0
South Carolina,Vermont,2017,87.0,5024369.0,2284820.0,623657.0,335248.0
South Dakota,Vermont,2017,32.0,869666.0,392650.0,623657.0,335248.0
Tennessee,Vermont,2017,179.0,6715984.0,2958799.0,623657.0,335248.0
Texas,Vermont,2017,485.0,28304596.0,10933375.0,623657.0,335248.0
Utah,Vermont,2017,130.0,3101833.0,1084685.0,623657.0,335248.0
Virginia,Vermont,2017,636.0,8470020.0,3512917.0,623657.0,335248.0
Washington,Vermont,2017,181.0,7405743.0,3103263.0,623657.0,335248.0
West Virginia,Vermont,2017,48.0,1815857.0,892240.0,623657.0,335248.0
Wisconsin,Vermont,2017,106.0,5795483.0,2695303.0,623657.0,335248.0
Wyoming,Vermont,2017,643.0,579315.0,276733.0,623657.0,335248.0
Alabama,Virginia,2017,2341.0,4874747.0,2258669.0,8470020.0,3512917.0
Alaska,Virginia,2017,736.0,739795.0,316968.0,8470020.0,3512917.0
Arizona,Virginia,2017,2587.0,7016270.0,2999185.0,8470020.0,3512917.0
Arkansas,Virginia,2017,1184.0,3004279.0,1370109.0,8470020.0,3512917.0
California,Virginia,2017,14509.0,39536653.0,14177270.0,8470020.0,3512917.0
Colorado,Virginia,2017,4644.0,5607154.0,2385495.0,8470020.0,3512917.0
Connecticut,Virginia,2017,3368.0,3588184.0,1517495.0,8470020.0,3512917.0
Delaware,Virginia,2017,2107.0,961939.0,432853.0,8470020.0,3512917.0
Florida,Virginia,2017,17864.0,20984400.0,9441585.0,8470020.0,3512917.0
Georgia,Virginia,2017,8708.0,10429379.0,4282254.0,8470020.0,3512917.0
Hawaii,Virginia,2017,4947.0,1427538.0,542955.0,8470020.0,3512917.0
Idaho,Virginia,2017,107.0,1716943.0,721818.0,8470020.0,3512917.0
Illinois,Virginia,2017,6515.0,12802023.0,5359416.0,8470020.0,3512917.0
Indiana,Virginia,2017,1565.0,6666818.0,2885342.0,8470020.0,3512917.0
Iowa,Virginia,2017,1535.0,3145711.0,1397739.0,8470020.0,3512917.0
Kansas,Virginia,2017,2771.0,2913123.0,1273776.0,8470020.0,3512917.0
Kentucky,Virginia,2017,2765.0,4454189.0,1984235.0,8470020.0,3512917.0
Louisiana,Virginia,2017,2705.0,4684333.0,2061582.0,8470020.0,3512917.0
Maine,Virginia,2017,1135.0,1335907.0,742644.0,8470020.0,3512917.0
Maryland,Virginia,2017,25578.0,6052177.0,2449123.0,8470020.0,3512917.0
Massachusetts,Virginia,2017,3493.0,6859819.0,2894590.0,8470020.0,3512917.0
Michigan,Virginia,2017,2991.0,9962311.0,4595274.0,8470020.0,3512917.0
Minnesota,Virginia,2017,2010.0,5576606.0,2437726.0,8470020.0,3512917.0
Mississippi,Virginia,2017,1060.0,2984100.0,1323754.0,8470020.0,3512917.0
Missouri,Virginia,2017,2657.0,6113532.0,2792445.0,8470020.0,3512917.0
Montana,Virginia,2017,227.0,1050493.0,510408.0,8470020.0,3512917.0
Nebraska,Virginia,2017,1054.0,1920076.0,837540.0,8470020.0,3512917.0
Nevada,Virginia,2017,1691.0,2998039.0,1249733.0,8470020.0,3512917.0
New Hampshire,Virginia,2017,1310.0,1342795.0,634689.0,8470020.0,3512917.0
New Jersey,Virginia,2017,8992.0,9005644.0,3615891.0,8470020.0,3512917.0
New Mexico,Virginia,2017,2344.0,2088070.0,937976.0,8470020.0,3512917.0
New York,Virginia,2017,12614.0,19849399.0,8327621.0,8470020.0,3512917.0
North Carolina,Virginia,2017,26277.0,10273419.0,4622656.0,8470020.0,3512917.0
North Dakota,Virginia,2017,222.0,755393.0,374591.0,8470020.0,3512917.0
Ohio,Virginia,2017,4754.0,11658609.0,5201701.0,8470020.0,3512917.0
Oklahoma,Virginia,2017,3453.0,3930864.0,1734074.0,8470020.0,3512917.0
Oregon,Virginia,2017,511.0,4142776.0,1768582.0,8470020.0,3512917.0
Pennsylvania,Virginia,2017,13350.0,12805537.0,5694402.0,8470020.0,3512917.0
Rhode Island,Virginia,2017,1453.0,1059639.0,468266.0,8470020.0,3512917.0
South Carolina,Virginia,2017,6923.0,5024369.0,2284820.0,8470020.0,3512917.0
South Dakota,Virginia,2017,494.0,869666.0,392650.0,8470020.0,3512917.0
Tennessee,Virginia,2017,4121.0,6715984.0,2958799.0,8470020.0,3512917.0
Texas,Virginia,2017,15596.0,28304596.0,10933375.0,8470020.0,3512917.0
Utah,Virginia,2017,2123.0,3101833.0,1084685.0,8470020.0,3512917.0
Vermont,Virginia,2017,963.0,623657.0,335248.0,8470020.0,3512917.0
Washington,Virginia,2017,5488.0,7405743.0,3103263.0,8470020.0,3512917.0
West Virginia,Virginia,2017,5294.0,1815857.0,892240.0,8470020.0,3512917.0
Wisconsin,Virginia,2017,961.0,5795483.0,2695303.0,8470020.0,3512917.0
Wyoming,Virginia,2017,305.0,579315.0,276733.0,8470020.0,3512917.0
Alabama,Washington,2017,1605.0,4874747.0,2258669.0,7405743.0,3103263.0
Alaska,Washington,2017,7532.0,739795.0,316968.0,7405743.0,3103263.0
Arizona,Washington,2017,11733.0,7016270.0,2999185.0,7405743.0,3103263.0
Arkansas,Washington,2017,1074.0,3004279.0,1370109.0,7405743.0,3103263.0
California,Washington,2017,52484.0,39536653.0,14177270.0,7405743.0,3103263.0
Colorado,Washington,2017,8473.0,5607154.0,2385495.0,7405743.0,3103263.0
Connecticut,Washington,2017,1310.0,3588184.0,1517495.0,7405743.0,3103263.0
Delaware,Washington,2017,943.0,961939.0,432853.0,7405743.0,3103263.0
Florida,Washington,2017,10311.0,20984400.0,9441585.0,7405743.0,3103263.0
Georgia,Washington,2017,5375.0,10429379.0,4282254.0,7405743.0,3103263.0
Hawaii,Washington,2017,4855.0,1427538.0,542955.0,7405743.0,3103263.0
Idaho,Washington,2017,9963.0,1716943.0,721818.0,7405743.0,3103263.0
Illinois,Washington,2017,8848.0,12802023.0,5359416.0,7405743.0,3103263.0
Indiana,Washington,2017,1171.0,6666818.0,2885342.0,7405743.0,3103263.0
Iowa,Washington,2017,867.0,3145711.0,1397739.0,7405743.0,3103263.0
Kansas,Washington,2017,2249.0,2913123.0,1273776.0,7405743.0,3103263.0
Kentucky,Washington,2017,394.0,4454189.0,1984235.0,7405743.0,3103263.0
Louisiana,Washington,2017,2401.0,4684333.0,2061582.0,7405743.0,3103263.0
Maine,Washington,2017,564.0,1335907.0,742644.0,7405743.0,3103263.0
Maryland,Washington,2017,2623.0,6052177.0,2449123.0,7405743.0,3103263.0
Massachusetts,Washington,2017,3690.0,6859819.0,2894590.0,7405743.0,3103263.0
Michigan,Washington,2017,3834.0,9962311.0,4595274.0,7405743.0,3103263.0
Minnesota,Washington,2017,3192.0,5576606.0,2437726.0,7405743.0,3103263.0
Mississippi,Washington,2017,245.0,2984100.0,1323754.0,7405743.0,3103263.0
Missouri,Washington,2017,2985.0,6113532.0,2792445.0,7405743.0,3103263.0
Montana,Washington,2017,4593.0,1050493.0,510408.0,7405743.0,3103263.0
Nebraska,Washington,2017,849.0,1920076.0,837540.0,7405743.0,3103263.0
Nevada,Washington,2017,4398.0,2998039.0,1249733.0,7405743.0,3103263.0
New Hampshire,Washington,2017,405.0,1342795.0,634689.0,7405743.0,3103263.0
New Jersey,Washington,2017,3702.0,9005644.0,3615891.0,7405743.0,3103263.0
New Mexico,Washington,2017,2156.0,2088070.0,937976.0,7405743.0,3103263.0
New York,Washington,2017,6217.0,19849399.0,8327621.0,7405743.0,3103263.0
North Carolina,Washington,2017,6893.0,10273419.0,4622656.0,7405743.0,3103263.0
North Dakota,Washington,2017,1249.0,755393.0,374591.0,7405743.0,3103263.0
Ohio,Washington,2017,3520.0,11658609.0,5201701.0,7405743.0,3103263.0
Oklahoma,Washington,2017,3507.0,3930864.0,1734074.0,7405743.0,3103263.0
Oregon,Washington,2017,28013.0,4142776.0,1768582.0,7405743.0,3103263.0
Pennsylvania,Washington,2017,4611.0,12805537.0,5694402.0,7405743.0,3103263.0
Rhode Island,Washington,2017,1606.0,1059639.0,468266.0,7405743.0,3103263.0
South Carolina,Washington,2017,3920.0,5024369.0,2284820.0,7405743.0,3103263.0
South Dakota,Washington,2017,279.0,869666.0,392650.0,7405743.0,3103263.0
Tennessee,Washington,2017,1295.0,6715984.0,2958799.0,7405743.0,3103263.0
Texas,Washington,2017,14096.0,28304596.0,10933375.0,7405743.0,3103263.0
Utah,Washington,2017,7603.0,3101833.0,1084685.0,7405743.0,3103263.0
Vermont,Washington,2017,503.0,623657.0,335248.0,7405743.0,3103263.0
Virginia,Washington,2017,7976.0,8470020.0,3512917.0,7405743.0,3103263.0
West Virginia,Washington,2017,547.0,1815857.0,892240.0,7405743.0,3103263.0
Wisconsin,Washington,2017,2106.0,5795483.0,2695303.0,7405743.0,3103263.0
Wyoming,Washington,2017,581.0,579315.0,276733.0,7405743.0,3103263.0
Alabama,West Virginia,2017,239.0,4874747.0,2258669.0,1815857.0,892240.0
Alaska,West Virginia,2017,121.0,739795.0,316968.0,1815857.0,892240.0
Arizona,West Virginia,2017,13.0,7016270.0,2999185.0,1815857.0,892240.0
Arkansas,West Virginia,2017,0.0,3004279.0,1370109.0,1815857.0,892240.0
California,West Virginia,2017,563.0,39536653.0,14177270.0,1815857.0,892240.0
Colorado,West Virginia,2017,463.0,5607154.0,2385495.0,1815857.0,892240.0
Connecticut,West Virginia,2017,41.0,3588184.0,1517495.0,1815857.0,892240.0
Delaware,West Virginia,2017,360.0,961939.0,432853.0,1815857.0,892240.0
Florida,West Virginia,2017,2635.0,20984400.0,9441585.0,1815857.0,892240.0
Georgia,West Virginia,2017,649.0,10429379.0,4282254.0,1815857.0,892240.0
Hawaii,West Virginia,2017,0.0,1427538.0,542955.0,1815857.0,892240.0
Idaho,West Virginia,2017,119.0,1716943.0,721818.0,1815857.0,892240.0
Illinois,West Virginia,2017,194.0,12802023.0,5359416.0,1815857.0,892240.0
Indiana,West Virginia,2017,492.0,6666818.0,2885342.0,1815857.0,892240.0
Iowa,West Virginia,2017,182.0,3145711.0,1397739.0,1815857.0,892240.0
Kansas,West Virginia,2017,405.0,2913123.0,1273776.0,1815857.0,892240.0
Kentucky,West Virginia,2017,904.0,4454189.0,1984235.0,1815857.0,892240.0
Louisiana,West Virginia,2017,157.0,4684333.0,2061582.0,1815857.0,892240.0
Maine,West Virginia,2017,39.0,1335907.0,742644.0,1815857.0,892240.0
Maryland,West Virginia,2017,4715.0,6052177.0,2449123.0,1815857.0,892240.0
Massachusetts,West Virginia,2017,197.0,6859819.0,2894590.0,1815857.0,892240.0
Michigan,West Virginia,2017,805.0,9962311.0,4595274.0,1815857.0,892240.0
Minnesota,West Virginia,2017,161.0,5576606.0,2437726.0,1815857.0,892240.0
Mississippi,West Virginia,2017,346.0,2984100.0,1323754.0,1815857.0,892240.0
Missouri,West Virginia,2017,0.0,6113532.0,2792445.0,1815857.0,892240.0
Montana,West Virginia,2017,26.0,1050493.0,510408.0,1815857.0,892240.0
Nebraska,West Virginia,2017,287.0,1920076.0,837540.0,1815857.0,892240.0
Nevada,West Virginia,2017,30.0,2998039.0,1249733.0,1815857.0,892240.0
New Hampshire,West Virginia,2017,217.0,1342795.0,634689.0,1815857.0,892240.0
New Jersey,West Virginia,2017,534.0,9005644.0,3615891.0,1815857.0,892240.0
New Mexico,West Virginia,2017,0.0,2088070.0,937976.0,1815857.0,892240.0
New York,West Virginia,2017,547.0,19849399.0,8327621.0,1815857.0,892240.0
North Carolina,West Virginia,2017,2944.0,10273419.0,4622656.0,1815857.0,892240.0
North Dakota,West Virginia,2017,0.0,755393.0,374591.0,1815857.0,892240.0
Ohio,West Virginia,2017,5544.0,11658609.0,5201701.0,1815857.0,892240.0
Oklahoma,West Virginia,2017,186.0,3930864.0,1734074.0,1815857.0,892240.0
Oregon,West Virginia,2017,30.0,4142776.0,1768582.0,1815857.0,892240.0
Pennsylvania,West Virginia,2017,4945.0,12805537.0,5694402.0,1815857.0,892240.0
Rhode Island,West Virginia,2017,91.0,1059639.0,468266.0,1815857.0,892240.0
South Carolina,West Virginia,2017,612.0,5024369.0,2284820.0,1815857.0,892240.0
South Dakota,West Virginia,2017,0.0,869666.0,392650.0,1815857.0,892240.0
Tennessee,West Virginia,2017,1266.0,6715984.0,2958799.0,1815857.0,892240.0
Texas,West Virginia,2017,2175.0,28304596.0,10933375.0,1815857.0,892240.0
Utah,West Virginia,2017,456.0,3101833.0,1084685.0,1815857.0,892240.0
Vermont,West Virginia,2017,0.0,623657.0,335248.0,1815857.0,892240.0
Virginia,West Virginia,2017,5388.0,8470020.0,3512917.0,1815857.0,892240.0
Washington,West Virginia,2017,469.0,7405743.0,3103263.0,1815857.0,892240.0
Wisconsin,West Virginia,2017,173.0,5795483.0,2695303.0,1815857.0,892240.0
Wyoming,West Virginia,2017,0.0,579315.0,276733.0,1815857.0,892240.0
Alabama,Wisconsin,2017,757.0,4874747.0,2258669.0,5795483.0,2695303.0
Alaska,Wisconsin,2017,389.0,739795.0,316968.0,5795483.0,2695303.0
Arizona,Wisconsin,2017,1702.0,7016270.0,2999185.0,5795483.0,2695303.0
Arkansas,Wisconsin,2017,601.0,3004279.0,1370109.0,5795483.0,2695303.0
California,Wisconsin,2017,4741.0,39536653.0,14177270.0,5795483.0,2695303.0
Colorado,Wisconsin,2017,2101.0,5607154.0,2385495.0,5795483.0,2695303.0
Connecticut,Wisconsin,2017,282.0,3588184.0,1517495.0,5795483.0,2695303.0
Delaware,Wisconsin,2017,401.0,961939.0,432853.0,5795483.0,2695303.0
Florida,Wisconsin,2017,5505.0,20984400.0,9441585.0,5795483.0,2695303.0
Georgia,Wisconsin,2017,1797.0,10429379.0,4282254.0,5795483.0,2695303.0
Hawaii,Wisconsin,2017,279.0,1427538.0,542955.0,5795483.0,2695303.0
Idaho,Wisconsin,2017,260.0,1716943.0,721818.0,5795483.0,2695303.0
Illinois,Wisconsin,2017,26963.0,12802023.0,5359416.0,5795483.0,2695303.0
Indiana,Wisconsin,2017,2274.0,6666818.0,2885342.0,5795483.0,2695303.0
Iowa,Wisconsin,2017,3018.0,3145711.0,1397739.0,5795483.0,2695303.0
Kansas,Wisconsin,2017,443.0,2913123.0,1273776.0,5795483.0,2695303.0
Kentucky,Wisconsin,2017,881.0,4454189.0,1984235.0,5795483.0,2695303.0
Louisiana,Wisconsin,2017,1047.0,4684333.0,2061582.0,5795483.0,2695303.0
Maine,Wisconsin,2017,904.0,1335907.0,742644.0,5795483.0,2695303.0
Maryland,Wisconsin,2017,597.0,6052177.0,2449123.0,5795483.0,2695303.0
Massachusetts,Wisconsin,2017,654.0,6859819.0,2894590.0,5795483.0,2695303.0
Michigan,Wisconsin,2017,4993.0,9962311.0,4595274.0,5795483.0,2695303.0
Minnesota,Wisconsin,2017,19873.0,5576606.0,2437726.0,5795483.0,2695303.0
Mississippi,Wisconsin,2017,853.0,2984100.0,1323754.0,5795483.0,2695303.0
Missouri,Wisconsin,2017,2204.0,6113532.0,2792445.0,5795483.0,2695303.0
Montana,Wisconsin,2017,445.0,1050493.0,510408.0,5795483.0,2695303.0
Nebraska,Wisconsin,2017,432.0,1920076.0,837540.0,5795483.0,2695303.0
Nevada,Wisconsin,2017,410.0,2998039.0,1249733.0,5795483.0,2695303.0
New Hampshire,Wisconsin,2017,190.0,1342795.0,634689.0,5795483.0,2695303.0
New Jersey,Wisconsin,2017,1351.0,9005644.0,3615891.0,5795483.0,2695303.0
New Mexico,Wisconsin,2017,861.0,2088070.0,937976.0,5795483.0,2695303.0
New York,Wisconsin,2017,1337.0,19849399.0,8327621.0,5795483.0,2695303.0
North Carolina,Wisconsin,2017,2253.0,10273419.0,4622656.0,5795483.0,2695303.0
North Dakota,Wisconsin,2017,575.0,755393.0,374591.0,5795483.0,2695303.0
Ohio,Wisconsin,2017,2174.0,11658609.0,5201701.0,5795483.0,2695303.0
Oklahoma,Wisconsin,2017,643.0,3930864.0,1734074.0,5795483.0,2695303.0
Oregon,Wisconsin,2017,708.0,4142776.0,1768582.0,5795483.0,2695303.0
Pennsylvania,Wisconsin,2017,2136.0,12805537.0,5694402.0,5795483.0,2695303.0
Rhode Island,Wisconsin,2017,52.0,1059639.0,468266.0,5795483.0,2695303.0
South Carolina,Wisconsin,2017,857.0,5024369.0,2284820.0,5795483.0,2695303.0
South Dakota,Wisconsin,2017,145.0,869666.0,392650.0,5795483.0,2695303.0
Tennessee,Wisconsin,2017,1682.0,6715984.0,2958799.0,5795483.0,2695303.0
Texas,Wisconsin,2017,5375.0,28304596.0,10933375.0,5795483.0,2695303.0
Utah,Wisconsin,2017,2141.0,3101833.0,1084685.0,5795483.0,2695303.0
Vermont,Wisconsin,2017,105.0,623657.0,335248.0,5795483.0,2695303.0
Virginia,Wisconsin,2017,1671.0,8470020.0,3512917.0,5795483.0,2695303.0
Washington,Wisconsin,2017,2531.0,7405743.0,3103263.0,5795483.0,2695303.0
West Virginia,Wisconsin,2017,507.0,1815857.0,892240.0,5795483.0,2695303.0
Wyoming,Wisconsin,2017,273.0,579315.0,276733.0,5795483.0,2695303.0
Alabama,Wyoming,2017,264.0,4874747.0,2258669.0,579315.0,276733.0
Alaska,Wyoming,2017,152.0,739795.0,316968.0,579315.0,276733.0
Arizona,Wyoming,2017,220.0,7016270.0,2999185.0,579315.0,276733.0
Arkansas,Wyoming,2017,722.0,3004279.0,1370109.0,579315.0,276733.0
California,Wyoming,2017,2344.0,39536653.0,14177270.0,579315.0,276733.0
Colorado,Wyoming,2017,4254.0,5607154.0,2385495.0,579315.0,276733.0
Connecticut,Wyoming,2017,190.0,3588184.0,1517495.0,579315.0,276733.0
Delaware,Wyoming,2017,240.0,961939.0,432853.0,579315.0,276733.0
Florida,Wyoming,2017,148.0,20984400.0,9441585.0,579315.0,276733.0
Georgia,Wyoming,2017,0.0,10429379.0,4282254.0,579315.0,276733.0
Hawaii,Wyoming,2017,0.0,1427538.0,542955.0,579315.0,276733.0
Idaho,Wyoming,2017,600.0,1716943.0,721818.0,579315.0,276733.0
Illinois,Wyoming,2017,163.0,12802023.0,5359416.0,579315.0,276733.0
Indiana,Wyoming,2017,18.0,6666818.0,2885342.0,579315.0,276733.0
Iowa,Wyoming,2017,511.0,3145711.0,1397739.0,579315.0,276733.0
Kansas,Wyoming,2017,107.0,2913123.0,1273776.0,579315.0,276733.0
Kentucky,Wyoming,2017,0.0,4454189.0,1984235.0,579315.0,276733.0
Louisiana,Wyoming,2017,134.0,4684333.0,2061582.0,579315.0,276733.0
Maine,Wyoming,2017,0.0,1335907.0,742644.0,579315.0,276733.0
Maryland,Wyoming,2017,113.0,6052177.0,2449123.0,579315.0,276733.0
Massachusetts,Wyoming,2017,0.0,6859819.0,2894590.0,579315.0,276733.0
Michigan,Wyoming,2017,93.0,9962311.0,4595274.0,579315.0,276733.0
Minnesota,Wyoming,2017,478.0,5576606.0,2437726.0,579315.0,276733.0
Mississippi,Wyoming,2017,0.0,2984100.0,1323754.0,579315.0,276733.0
Missouri,Wyoming,2017,286.0,6113532.0,2792445.0,579315.0,276733.0
Montana,Wyoming,2017,1375.0,1050493.0,510408.0,579315.0,276733.0
Nebraska,Wyoming,2017,473.0,1920076.0,837540.0,579315.0,276733.0
Nevada,Wyoming,2017,359.0,2998039.0,1249733.0,579315.0,276733.0
New Hampshire,Wyoming,2017,11.0,1342795.0,634689.0,579315.0,276733.0
New Jersey,Wyoming,2017,125.0,9005644.0,3615891.0,579315.0,276733.0
New Mexico,Wyoming,2017,7.0,2088070.0,937976.0,579315.0,276733.0
New York,Wyoming,2017,110.0,19849399.0,8327621.0,579315.0,276733.0
North Carolina,Wyoming,2017,205.0,10273419.0,4622656.0,579315.0,276733.0
North Dakota,Wyoming,2017,357.0,755393.0,374591.0,579315.0,276733.0
Ohio,Wyoming,2017,66.0,11658609.0,5201701.0,579315.0,276733.0
Oklahoma,Wyoming,2017,315.0,3930864.0,1734074.0,579315.0,276733.0
Oregon,Wyoming,2017,151.0,4142776.0,1768582.0,579315.0,276733.0
Pennsylvania,Wyoming,2017,98.0,12805537.0,5694402.0,579315.0,276733.0
Rhode Island,Wyoming,2017,0.0,1059639.0,468266.0,579315.0,276733.0
South Carolina,Wyoming,2017,0.0,5024369.0,2284820.0,579315.0,276733.0
South Dakota,Wyoming,2017,310.0,869666.0,392650.0,579315.0,276733.0
Tennessee,Wyoming,2017,178.0,6715984.0,2958799.0,579315.0,276733.0
Texas,Wyoming,2017,979.0,28304596.0,10933375.0,579315.0,276733.0
Utah,Wyoming,2017,733.0,3101833.0,1084685.0,579315.0,276733.0
Vermont,Wyoming,2017,0.0,623657.0,335248.0,579315.0,276733.0
Virginia,Wyoming,2017,843.0,8470020.0,3512917.0,579315.0,276733.0
Washington,Wyoming,2017,759.0,7405743.0,3103263.0,579315.0,276733.0
West Virginia,Wyoming,2017,0.0,1815857.0,892240.0,579315.0,276733.0
Wisconsin,Wyoming,2017,20.0,5795483.0,2695303.0,579315.0,276733.0
Alaska,Alabama,2018,419.0,737438.0,318352.0,4887871.0,2274711.0
Arizona,Alabama,2018,1915.0,7171646.0,3035902.0,4887871.0,2274711.0
Arkansas,Alabama,2018,1051.0,3013825.0,1380521.0,4887871.0,2274711.0
California,Alabama,2018,2659.0,39557045.0,14277867.0,4887871.0,2274711.0
Colorado,Alabama,2018,1672.0,5695564.0,2424128.0,4887871.0,2274711.0
Connecticut,Alabama,2018,747.0,3572665.0,1521123.0,4887871.0,2274711.0
Delaware,Alabama,2018,826.0,967171.0,438659.0,4887871.0,2274711.0
Florida,Alabama,2018,14298.0,21299325.0,9547762.0,4887871.0,2274711.0
Georgia,Alabama,2018,18433.0,10519475.0,4326266.0,4887871.0,2274711.0
Hawaii,Alabama,2018,627.0,1420491.0,546261.0,4887871.0,2274711.0
Idaho,Alabama,2018,0.0,1754208.0,735703.0,4887871.0,2274711.0
Illinois,Alabama,2018,3310.0,12741080.0,5376176.0,4887871.0,2274711.0
Indiana,Alabama,2018,1874.0,6691878.0,2903576.0,4887871.0,2274711.0
Iowa,Alabama,2018,704.0,3156145.0,1409568.0,4887871.0,2274711.0
Kansas,Alabama,2018,357.0,2911510.0,1280553.0,4887871.0,2274711.0
Kentucky,Alabama,2018,4216.0,4468402.0,1995187.0,4887871.0,2274711.0
Louisiana,Alabama,2018,2837.0,4659978.0,2076136.0,4887871.0,2274711.0
Maine,Alabama,2018,0.0,1338404.0,746592.0,4887871.0,2274711.0
Maryland,Alabama,2018,493.0,6042718.0,2458779.0,4887871.0,2274711.0
Massachusetts,Alabama,2018,445.0,6902149.0,2915043.0,4887871.0,2274711.0
Michigan,Alabama,2018,2231.0,9995915.0,4614552.0,4887871.0,2274711.0
Minnesota,Alabama,2018,915.0,5611179.0,2455637.0,4887871.0,2274711.0
Mississippi,Alabama,2018,7653.0,2986530.0,1332631.0,4887871.0,2274711.0
Missouri,Alabama,2018,1851.0,6126452.0,2806296.0,4887871.0,2274711.0
Montana,Alabama,2018,76.0,1062305.0,515161.0,4887871.0,2274711.0
Nebraska,Alabama,2018,756.0,1929268.0,845011.0,4887871.0,2274711.0
Nevada,Alabama,2018,97.0,3034392.0,1268717.0,4887871.0,2274711.0
New Hampshire,Alabama,2018,0.0,1356458.0,638112.0,4887871.0,2274711.0
New Jersey,Alabama,2018,1213.0,8908520.0,3628198.0,4887871.0,2274711.0
New Mexico,Alabama,2018,58.0,2095428.0,943232.0,4887871.0,2274711.0
New York,Alabama,2018,3226.0,19542209.0,8363847.0,4887871.0,2274711.0
North Carolina,Alabama,2018,2224.0,10383620.0,4684962.0,4887871.0,2274711.0
North Dakota,Alabama,2018,0.0,760077.0,377661.0,4887871.0,2274711.0
Ohio,Alabama,2018,1299.0,11689442.0,5217617.0,4887871.0,2274711.0
Oklahoma,Alabama,2018,931.0,3943079.0,1743073.0,4887871.0,2274711.0
Oregon,Alabama,2018,0.0,4190713.0,1788743.0,4887871.0,2274711.0
Pennsylvania,Alabama,2018,1771.0,12807060.0,5713136.0,4887871.0,2274711.0
Rhode Island,Alabama,2018,0.0,1057315.0,469153.0,4887871.0,2274711.0
South Carolina,Alabama,2018,1218.0,5084127.0,2318291.0,4887871.0,2274711.0
South Dakota,Alabama,2018,281.0,882235.0,397506.0,4887871.0,2274711.0
Tennessee,Alabama,2018,12228.0,6770010.0,2992412.0,4887871.0,2274711.0
Texas,Alabama,2018,5719.0,28701845.0,11101498.0,4887871.0,2274711.0
Utah,Alabama,2018,79.0,3161105.0,1108739.0,4887871.0,2274711.0
Vermont,Alabama,2018,0.0,626299.0,337133.0,4887871.0,2274711.0
Virginia,Alabama,2018,5221.0,8517685.0,3538985.0,4887871.0,2274711.0
Washington,Alabama,2018,2125.0,7535591.0,3148084.0,4887871.0,2274711.0
West Virginia,Alabama,2018,176.0,1805832.0,893742.0,4887871.0,2274711.0
Wisconsin,Alabama,2018,996.0,5813568.0,2710718.0,4887871.0,2274711.0
Wyoming,Alabama,2018,74.0,577737.0,278615.0,4887871.0,2274711.0
Alabama,Alaska,2018,518.0,4887871.0,2274711.0,737438.0,318352.0
Arizona,Alaska,2018,910.0,7171646.0,3035902.0,737438.0,318352.0
Arkansas,Alaska,2018,722.0,3013825.0,1380521.0,737438.0,318352.0
California,Alaska,2018,3455.0,39557045.0,14277867.0,737438.0,318352.0
Colorado,Alaska,2018,1847.0,5695564.0,2424128.0,737438.0,318352.0
Connecticut,Alaska,2018,0.0,3572665.0,1521123.0,737438.0,318352.0
